,Unnamed: 0,id,time,orig_time,first_time,mat_time,balance_time,LTV_time,interest_rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,default_time,payoff_time,status_time
190510,190510,16186,35,25,25,144,112100.0,132.62724412,6.875,162.09,-2.805844087,6.5,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190511,190511,16186,36,25,25,144,112100.0,141.91675469,6.875,151.48,-3.516567987,7.8,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190512,190512,16186,37,25,25,144,112100.0,140.18617542,6.875,153.35,-4.146710947,9.0,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190513,190513,16186,38,25,25,144,112100.0,135.40057945,6.875,158.77,-3.339549297,9.5,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190514,190514,16186,39,25,25,144,112100.0,135.9227997,6.875,158.16,-0.241080652,10.0,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190515,190515,16186,40,25,25,144,112100.0,137.6195506,6.875,156.21,1.5859655122,9.8,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190516,190516,16186,41,25,25,144,112100.0,133.47541289,6.875,161.06,2.6824968062,9.9,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190517,190517,16186,42,25,25,144,112000.0,133.40604274,6.875,161.0,3.0294986398,9.4,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190518,190518,16186,43,25,25,144,111700.0,137.27788724,6.875,156.04,2.6941105489,9.4,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190519,190519,16186,44,25,25,144,111400.0,141.56325074,6.875,150.91,1.8755149375,9.2,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190520,190520,16186,45,25,25,144,111100.0,137.57202049,6.875,154.87,1.6391549258,9.1,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190521,190521,16186,46,25,25,144,110800.0,136.54808468,6.875,155.61,1.1759090317,9.0,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190522,190522,16186,47,25,25,144,110500.0,141.66811139,6.875,149.58,1.6681823188,8.8,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190523,190523,16186,48,25,25,144,110200.0,144.30307099,6.875,146.45,2.7159028846,8.3,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190524,190524,16186,49,25,25,144,110200.0,136.39592581,6.875,154.94,2.4566338212,8.2,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190525,190525,16186,50,25,25,144,110200.0,132.96328643,6.875,158.94,2.3664098989,8.2,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190526,190526,16186,51,25,25,144,110050.0,133.06695503,6.875,158.6,1.2690442628,7.8,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190527,190527,16186,52,25,25,144,109900.0,130.79906529,6.875,161.13,1.0810494182,8.0,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190528,190528,16186,53,25,25,144,109400.0,121.15128369,2.75,173.17,0.8929961554,7.6,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190529,190529,16186,54,25,25,144,109400.0,116.57369449,2.75,179.97,1.5073587076,7.3,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190530,190530,16186,55,25,25,144,109400.0,116.5089565,2.625,180.07,2.4222748689,7.2,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190531,190531,16186,56,25,25,144,109400.0,115.6356049,2.625,181.43,1.7170529058,6.6,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190532,190532,16186,57,25,25,144,109400.0,112.07140917,2.625,187.2,2.5560517331,6.2,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190533,190533,16186,58,25,25,144,109400.0,111.37531346,2.625,188.37,2.8685938252,6.2,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190534,190534,16186,59,25,25,144,109400.0,111.80265279,2.625,187.65,2.4436475652,5.7,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190535,190535,16186,60,25,25,144,109400.0,110.52453797,2.625,189.82,2.8363581757,5.7,1,0,0,0,112100.0,701,95.0,6.875,226.29,0,0,0
190539,190539,16188,25,25,25,144,287200.0,89.784369017,6.0,226.29,2.8991367167,4.7,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190540,190540,16188,26,25,25,144,286974.5,90.188149199,6.0,225.1,2.1513648831,4.7,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190541,190541,16188,27,25,25,144,286799.12,91.231375193,6.0,222.39,2.3617217155,4.4,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190542,190542,16188,28,25,25,144,286574.12,92.288562027,6.0,219.67,1.2291722496,4.6,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190543,190543,16188,29,25,25,144,286399.12,93.208117253,6.0,217.37,1.6929686703,4.5,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190544,190544,16188,30,25,25,144,286174.12,95.1663204,6.0,212.73,2.2742178006,4.7,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190545,190545,16188,31,25,25,144,285874.12,100.77992987,6.0,200.67,1.8506891663,4.7,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190546,190546,16188,32,25,25,144,285772.65,108.61987032,6.0,186.12,1.1041627602,5.0,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190547,190547,16188,33,25,25,144,285421.16,111.85167799,6.0,180.52,0.8368586627,5.0,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190548,190548,16188,34,25,25,144,285274.14,116.41802318,6.0,173.35,-0.314447747,5.8,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190549,190549,16188,35,25,25,144,285174.89,124.46198473,6.0,162.09,-2.805844087,6.5,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190550,190550,16188,36,25,25,144,285024.14,133.10918037,6.0,151.48,-3.516567987,7.8,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190551,190551,16188,37,25,25,144,284828.9,131.39593634,6.0,153.35,-4.146710947,9.0,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190552,190552,16188,38,25,25,144,284595.61,126.80647019,6.0,158.77,-3.339549297,9.5,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190553,190553,16188,39,25,25,144,284459.57,127.23469546,6.0,158.16,-0.241080652,10.0,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190554,190554,16188,40,25,25,144,284411.7,128.80131221,6.0,156.21,1.5859655122,9.8,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190555,190555,16188,41,25,25,144,284351.58,124.89631149,6.0,161.06,2.6824968062,9.9,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190556,190556,16188,42,25,25,144,284237.81,124.89286666,6.0,161.0,3.0294986398,9.4,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190557,190557,16188,43,25,25,144,284160.47,128.82773834,6.0,156.04,2.6941105489,9.4,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190558,190558,16188,44,25,25,144,284121.21,133.18867492,6.0,150.91,1.8755149375,9.2,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190559,190559,16188,45,25,25,144,284073.16,129.76111413,2.75,154.87,1.6391549258,9.1,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190560,190560,16188,46,25,25,144,284066.65,129.1410784,2.75,155.61,1.1759090317,9.0,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190561,190561,16188,47,25,25,144,283989.48,134.31062973,2.625,149.58,1.6681823188,8.8,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190562,190562,16188,48,25,25,144,283927.48,137.15123215,2.625,146.45,2.7159028846,8.3,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190563,190563,16188,49,25,25,144,283885.92,129.61699936,3.0,154.94,2.4566338212,8.2,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190564,190564,16188,50,25,25,144,283826.26,126.32840928,3.0,158.94,2.3664098989,8.2,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190565,190565,16188,51,25,25,144,283765.65,126.57219203,3.0,158.6,1.2690442628,7.8,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190566,190566,16188,52,25,25,144,283712.24,124.56135597,3.0,161.13,1.0810494182,8.0,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190567,190567,16188,53,25,25,144,283603.19,115.85642315,2.75,173.17,0.8929961554,7.6,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190568,190568,16188,54,25,25,144,283455.12,111.42069191,2.75,179.97,1.5073587076,7.3,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190569,190569,16188,55,25,25,144,283296.62,111.29654693,2.625,180.07,2.4222748689,7.2,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190570,190570,16188,56,25,25,144,282996.65,110.34530406,2.625,181.43,1.7170529058,6.6,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190571,190571,16188,57,25,25,144,282694.73,106.83007414,2.625,187.2,2.5560517331,6.2,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190572,190572,16188,58,25,25,144,282525.08,106.10282093,2.625,188.37,2.8685938252,6.2,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190573,190573,16188,59,25,25,144,282334.29,106.43800361,2.625,187.65,2.4436475652,5.7,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190574,190574,16188,60,25,25,144,282132.21,105.14590503,2.625,189.82,2.8363581757,5.7,0,1,0,0,287250.0,741,89.8,6.0,226.29,0,0,0
190575,190575,16189,25,25,25,144,385000.0,100.0,6.75,226.29,2.8991367167,4.7,0,0,1,0,385000.0,713,100.0,6.75,226.29,0,0,0
190576,190576,16189,26,25,25,144,385000.0,100.52865393,6.75,225.1,2.1513648831,4.7,0,0,1,0,385000.0,713,100.0,6.75,226.29,0,0,0
190577,190577,16189,27,25,25,144,385000.0,101.75367597,6.75,222.39,2.3617217155,4.4,0,0,1,0,385000.0,713,100.0,6.75,226.29,0,0,0
190578,190578,16189,28,25,25,144,385000.0,103.01361133,6.75,219.67,1.2291722496,4.6,0,0,1,0,385000.0,713,100.0,6.75,226.29,0,0,0
190579,190579,16189,29,25,25,144,385000.0,104.10360215,6.75,217.37,1.6929686703,4.5,0,0,1,0,385000.0,713,100.0,6.75,226.29,0,0,0
190580,190580,16189,30,25,25,144,385000.0,106.37427725,6.75,212.73,2.2742178006,4.7,0,0,1,0,385000.0,713,100.0,6.75,226.29,0,0,0
190581,190581,16189,31,25,25,144,384976.16,112.760247,6.75,200.67,1.8506891663,4.7,0,0,1,0,385000.0,713,100.0,6.75,226.29,0,0,0
190582,190582,16189,32,25,25,144,384976.16,121.57532111,6.75,186.12,1.1041627602,5.0,0,0,1,0,385000.0,713,100.0,6.75,226.29,0,0,0
190583,190583,16189,33,25,25,144,384976.16,125.34676914,6.75,180.52,0.8368586627,5.0,0,0,1,0,385000.0,713,100.0,6.75,226.29,0,1,2
190584,190584,16190,25,25,25,144,164000.0,80.0,6.375,226.29,2.8991367167,4.7,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190585,190585,16190,26,25,25,144,164000.0,80.422923145,6.375,225.1,2.1513648831,4.7,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190586,190586,16190,27,25,25,144,164000.0,81.40294078,6.375,222.39,2.3617217155,4.4,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190587,190587,16190,28,25,25,144,164000.0,82.410889061,6.375,219.67,1.2291722496,4.6,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190588,190588,16190,29,25,25,144,164000.0,83.282881722,6.375,217.37,1.6929686703,4.5,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190589,190589,16190,30,25,25,144,163979.11,85.088582004,6.375,212.73,2.2742178006,4.7,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190590,190590,16190,31,25,25,144,163979.11,90.202292568,6.375,200.67,1.8506891663,4.7,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190591,190591,16190,32,25,25,144,163979.11,97.253890231,6.375,186.12,1.1041627602,5.0,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190592,190592,16190,33,25,25,144,163979.0,100.27078389,6.375,180.52,0.8368586627,5.0,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190593,190593,16190,34,25,25,144,163979.0,104.41812465,6.375,173.35,-0.314447747,5.8,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190594,190594,16190,35,25,25,144,163979.0,111.67179905,6.375,162.09,-2.805844087,6.5,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190595,190595,16190,36,25,25,144,163979.0,119.49354309,6.375,151.48,-3.516567987,7.8,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190596,190596,16190,37,25,25,144,163979.0,118.03639979,6.375,153.35,-4.146710947,9.0,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190597,190597,16190,38,25,25,144,163979.0,114.00694027,6.375,158.77,-3.339549297,9.5,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190598,190598,16190,39,25,25,144,163979.0,114.44664838,6.375,158.16,-0.241080652,10.0,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190599,190599,16190,40,25,25,144,163979.0,115.87530829,6.375,156.21,1.5859655122,9.8,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190600,190600,16190,41,25,25,144,163979.0,112.38595497,6.375,161.06,2.6824968062,9.9,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190601,190601,16190,42,25,25,144,163979.0,112.42783793,6.375,161.0,3.0294986398,9.4,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190602,190602,16190,43,25,25,144,163979.0,116.00155029,6.375,156.04,2.6941105489,9.4,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190603,190603,16190,44,25,25,144,163979.0,119.94488044,6.375,150.91,1.8755149375,9.2,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190604,190604,16190,45,25,25,144,163979.0,116.87790991,6.375,154.87,1.6391549258,9.1,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190605,190605,16190,46,25,25,144,163979.0,116.32209953,6.375,155.61,1.1759090317,9.0,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190606,190606,16190,47,25,25,144,163979.0,121.01137791,6.375,149.58,1.6681823188,8.8,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190607,190607,16190,48,25,25,144,163979.0,123.59769141,6.375,146.45,2.7159028846,8.3,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190608,190608,16190,49,25,25,144,163979.0,116.82510589,6.375,154.94,2.4566338212,8.2,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190609,190609,16190,50,25,25,144,163979.0,113.88500005,6.375,158.94,2.3664098989,8.2,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190610,190610,16190,51,25,25,144,163979.0,114.12914191,6.375,158.6,1.2690442628,7.8,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190611,190611,16190,52,25,25,144,163979.0,112.33713093,6.375,161.13,1.0810494182,8.0,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190612,190612,16190,53,25,25,144,163979.0,104.52666113,6.375,173.17,0.8929961554,7.6,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190613,190613,16190,54,25,25,144,163979.0,100.57721791,6.375,179.97,1.5073587076,7.3,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190614,190614,16190,55,25,25,144,163979.0,100.5213634,6.375,180.07,2.4222748689,7.2,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190615,190615,16190,56,25,25,144,163979.0,99.76785486,6.375,181.43,1.7170529058,6.6,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190616,190616,16190,57,25,25,144,163979.0,96.692745231,6.375,187.2,2.5560517331,6.2,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190617,190617,16190,58,25,25,144,163979.0,96.092169174,6.375,188.37,2.8685938252,6.2,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190618,190618,16190,59,25,25,144,163979.0,96.460868145,6.375,187.65,2.4436475652,5.7,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190619,190619,16190,60,25,25,144,163979.0,95.358138802,6.375,189.82,2.8363581757,5.7,0,1,0,0,164000.0,662,80.0,6.375,226.29,0,0,0
190620,190620,16191,25,25,25,144,459997.31,99.999415217,7.25,226.29,2.8991367167,4.7,0,1,0,0,460000.0,697,100.0,7.25,226.29,0,1,2
197646,197646,16645,26,26,26,144,438200.0,80.0,6.5,225.1,2.1513648831,4.7,0,1,0,0,438200.0,674,80.0,6.5,225.1,0,0,0
197647,197647,16645,27,26,26,144,438200.0,80.974863978,6.5,222.39,2.3617217155,4.4,0,1,0,0,438200.0,674,80.0,6.5,225.1,0,0,0
197648,197648,16645,28,26,26,144,438200.0,81.977511722,6.5,219.67,1.2291722496,4.6,0,1,0,0,438200.0,674,80.0,6.5,225.1,1,0,1
197997,197997,16671,26,26,26,144,468000.0,80.0,6.0,225.1,2.1513648831,4.7,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
197998,197998,16671,27,26,26,144,468000.0,80.974863978,6.0,222.39,2.3617217155,4.4,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
197999,197999,16671,28,26,26,144,468000.0,81.977511722,6.0,219.67,1.2291722496,4.6,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198000,198000,16671,29,26,26,144,468000.0,82.844918802,6.0,217.37,1.6929686703,4.5,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198001,198001,16671,30,26,26,144,468000.0,84.651906172,6.0,212.73,2.2742178006,4.7,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198002,198002,16671,31,26,26,144,468000.0,89.7393731,6.0,200.67,1.8506891663,4.7,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198003,198003,16671,32,26,26,144,468000.0,96.754781861,6.0,186.12,1.1041627602,5.0,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198004,198004,16671,33,26,26,144,468000.0,99.756259694,6.0,180.52,0.8368586627,5.0,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198005,198005,16671,34,26,26,144,468000.0,103.88231901,6.0,173.35,-0.314447747,5.8,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198006,198006,16671,35,26,26,144,468000.0,111.09877229,6.0,162.09,-2.805844087,6.5,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198007,198007,16671,36,26,26,144,468000.0,118.88038025,6.0,151.48,-3.516567987,7.8,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198008,198008,16671,37,26,26,144,468000.0,117.43071405,6.0,153.35,-4.146710947,9.0,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198009,198009,16671,38,26,26,144,468000.0,113.4219311,6.0,158.77,-3.339549297,9.5,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198010,198010,16671,39,26,26,144,468000.0,113.8593829,6.0,158.16,-0.241080652,10.0,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198011,198011,16671,40,26,26,144,468000.0,115.28071186,6.0,156.21,1.5859655122,9.8,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198012,198012,16671,41,26,26,144,468000.0,111.80926363,6.0,161.06,2.6824968062,9.9,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198013,198013,16671,42,26,26,144,468000.0,111.85093168,6.0,161.0,3.0294986398,9.4,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198014,198014,16671,43,26,26,144,468000.0,115.40630608,6.0,156.04,2.6941105489,9.4,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198015,198015,16671,44,26,26,144,468000.0,119.32940163,6.0,150.91,1.8755149375,9.2,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198016,198016,16671,45,26,26,144,468000.0,116.27816879,6.0,154.87,1.6391549258,9.1,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198017,198017,16671,46,26,26,144,468000.0,115.72521046,6.0,155.61,1.1759090317,9.0,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198018,198018,16671,47,26,26,144,468000.0,120.39042653,6.0,149.58,1.6681823188,8.8,0,0,1,0,468000.0,777,80.0,6.0,225.1,0,0,0
198019,198019,16671,48,26,26,144,468000.0,122.96346876,6.0,146.45,2.7159028846,8.3,0,0,1,0,468000.0,777,80.0,6.0,225.1,1,0,1
201364,201364,16848,25,25,25,144,534709.24,79.807349254,5.0,226.29,2.8991367167,4.7,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201365,201365,16848,26,25,25,144,532752.87,79.935714775,5.0,225.1,2.1513648831,4.7,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201366,201366,16848,27,25,25,144,530771.93,80.608947734,5.0,222.39,2.3617217155,4.4,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201367,201367,16848,28,25,25,144,528766.14,81.298671087,5.0,219.67,1.2291722496,4.6,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201368,201368,16848,29,25,25,144,526735.16,81.843324682,5.0,217.37,1.6929686703,4.5,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201369,201369,16848,30,25,25,144,524678.7,83.301966422,5.0,212.73,2.2742178006,4.7,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201370,201370,16848,31,25,25,144,522596.42,87.957836681,5.0,200.67,1.8506891663,4.7,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201371,201371,16848,32,25,25,144,520488.01,94.451366461,5.0,186.12,1.1041627602,5.0,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201372,201372,16848,33,25,25,144,518353.13,96.981960727,5.0,180.52,0.8368586627,5.0,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201373,201373,16848,34,25,25,144,516191.45,100.57210046,5.0,173.35,-0.314447747,5.8,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201374,201374,16848,35,25,25,144,514002.64,107.10251943,5.0,162.09,-2.805844087,6.5,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201375,201375,16848,36,25,25,144,511786.35,114.11006738,5.0,151.48,-3.516567987,7.8,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201376,201376,16848,37,25,25,144,509542.24,112.22431711,5.0,153.35,-4.146710947,9.0,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201377,201377,16848,38,25,25,144,507269.96,107.90989242,5.0,158.77,-3.339549297,9.5,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201378,201378,16848,39,25,25,144,504969.17,107.83475781,5.0,158.16,-0.241080652,10.0,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201379,201379,16848,40,25,25,144,502639.5,108.67717534,5.0,156.21,1.5859655122,9.8,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201380,201380,16848,41,25,25,144,500280.58,104.90990884,5.0,161.06,2.6824968062,9.9,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201381,201381,16848,42,25,25,144,497892.05,104.44793918,5.0,161.0,3.0294986398,9.4,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201382,201382,16848,43,25,25,144,495473.55,107.24451598,5.0,156.04,2.6941105489,9.4,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201383,201383,16848,44,25,25,144,493024.69,110.34209092,5.0,150.91,1.8755149375,9.2,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201384,201384,16848,45,25,25,144,493024.69,107.52066211,3.0,154.87,1.6391549258,9.1,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201385,201385,16848,46,25,25,144,489991.68,106.3510453,3.0,155.61,1.1759090317,9.0,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,0,0
201386,201386,16848,47,25,25,144,487770.71,110.13687476,3.0,149.58,1.6681823188,8.8,0,0,1,0,536000.0,800,80.0,5.0,226.29,0,1,2
201477,201477,16856,25,25,25,144,500000.0,77.2,5.25,226.29,2.8991367167,4.7,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,0,0
201478,201478,16856,26,25,25,144,500000.0,77.608120835,5.25,225.1,2.1513648831,4.7,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,0,0
201479,201479,16856,27,25,25,144,500000.0,78.553837852,5.25,222.39,2.3617217155,4.4,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,0,0
201480,201480,16856,28,25,25,144,500000.0,79.526507944,5.25,219.67,1.2291722496,4.6,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,0,0
201481,201481,16856,29,25,25,144,500000.0,80.367980862,5.25,217.37,1.6929686703,4.5,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,0,0
201482,201482,16856,30,25,25,144,500000.0,82.120942039,5.25,212.73,2.2742178006,4.7,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,0,0
201483,201483,16856,31,25,25,144,500000.0,87.05630139,5.25,200.67,1.8506891663,4.7,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,0,0
201484,201484,16856,32,25,25,144,500000.0,93.861960026,5.25,186.12,1.1041627602,5.0,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,0,0
201485,201485,16856,33,25,25,144,500000.0,96.773698205,5.25,180.52,0.8368586627,5.0,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,0,0
201486,201486,16856,34,25,25,144,500000.0,100.77639458,5.25,173.35,-0.314447747,5.8,0,0,1,0,500000.0,726,77.2,5.25,226.29,0,1,2
204877,204877,17037,26,26,26,144,1000000.0,70.4,6.0,225.1,2.1513648831,4.7,0,0,1,0,1000000.0,763,70.4,6.0,225.1,0,0,0
204878,204878,17037,27,26,26,144,1000000.0,71.2578803,6.0,222.39,2.3617217155,4.4,0,0,1,0,1000000.0,763,70.4,6.0,225.1,0,0,0
204879,204879,17037,28,26,26,144,999999.96,72.14020743,6.0,219.67,1.2291722496,4.6,0,0,1,0,1000000.0,763,70.4,6.0,225.1,0,0,0
204880,204880,17037,29,26,26,144,999999.96,72.90352563,6.0,217.37,1.6929686703,4.5,0,0,1,0,1000000.0,763,70.4,6.0,225.1,0,0,0
204881,204881,17037,30,26,26,144,999999.96,74.493674452,6.0,212.73,2.2742178006,4.7,0,0,1,0,1000000.0,763,70.4,6.0,225.1,0,0,0
